"returns","datetime","v","vw","o","c","h","l","t","n","ema_fast","ema_slow","rsi","dn","mavg","up","atr","macd","signal"
-4.79545134890331e-05,"2022-03-10 16:00:00",214487.983333333,157.092835,157.093311666667,157.085778333333,157.182025,157.008218333333,1646929770000,2200.16666666667,160.624931660042,NA,34.2590912047164,158.157884748669,161.080094465291,164.002304181913,0.528894183908498,NA,NA
-0.000136253761929493,"2022-03-10 17:00:00",159366.266666667,156.887161666667,156.900866666667,156.879488333333,156.96078,156.81391,1646933370000,1616.43333333333,160.284436812159,NA,33.5253419472282,157.485308086951,160.907427400902,164.329546714853,0.516654857690632,NA,NA
0.000162216004130991,"2022-03-10 18:00:00",159669.8,156.802821666667,156.786831666667,156.812265,156.880821666667,156.72174,1646936970000,1582.61666666667,159.968784829236,NA,33.2814456617791,156.867136397051,160.708727559632,164.550318722213,0.499627562879966,NA,NA
0.000143563481262239,"2022-03-10 19:00:00",179174.85,158.301491666667,158.280735,158.303458333333,158.390508333333,158.150123333333,1646940570000,1546.96666666667,159.817391511426,NA,42.9486539172981,156.613500743282,160.591567268627,164.569633793972,0.550990218615842,NA,NA
-4.72575635098155e-05,"2022-03-10 20:00:00",251141.866666667,158.162253333333,158.175738333333,158.168263333333,158.268071666667,158.060945,1646944170000,2312.78333333333,159.667470767963,NA,42.3643073024442,156.347896967099,160.439418168098,164.530939369096,0.536300843126199,NA,NA
0.000104590399210233,"2022-03-10 21:00:00",73477.0740740741,158.215437037037,158.165498148148,158.182040740741,158.242694444444,158.144448148148,1646947718888.89,66.2777777777778,159.532431674579,NA,42.4480943436064,156.112152982276,160.27875554905,164.445358115824,0.515441102800964,NA,NA
2.6436312606468e-05,"2022-03-10 22:00:00",1326.23404255319,157.970193617021,157.987076595745,157.991253191489,158.012344680851,157.975559574468,1646951425531.91,29.7659574468085,159.392324539753,NA,41.5694136917541,155.89668502722,160.077830217518,164.258975407816,0.500728724871045,NA,NA
5.81121387414223e-05,"2022-03-10 23:00:00",1623,158.320384,158.3146,158.3238,158.337,158.305398,1646954968800,17.48,159.29518594523,NA,43.7022425826048,155.755358851394,159.897936587888,164.040514324383,0.493348633615788,NA,NA
-5.02308517259515e-05,"2022-03-11 00:00:00",2210.86363636364,158.404309090909,158.405002272727,158.397045454545,158.418638636364,158.382272727273,1646958579545.45,18.8181818181818,159.213536809713,NA,44.1735163195323,155.680646373221,159.704793706695,163.72894104017,0.474371967079972,NA,NA
0,"2022-03-11 09:00:00",986.272727272727,159.050915151515,159.046666666667,159.046666666667,159.065151515152,159.035454545455,1646991125454.55,25.7878787878788,159.198366796709,NA,48.2108077357672,155.76524923937,159.517011183848,163.268773128326,0.483597400105023,NA,NA
-4.60252971768981e-05,"2022-03-11 10:00:00",621.333333333333,159.32907,159.332666666667,159.325333333333,159.338333333333,159.322,1646994422000,21.5666666666667,159.209909209129,NA,49.8445446656639,155.913214604316,159.34711062738,162.781006650444,0.474457841369863,NA,NA
0.000376306579865409,"2022-03-11 11:00:00",3080.79069767442,160.712327906977,160.680465116279,160.740930232558,160.82511627907,160.580697674419,1646998592093.02,59.093023255814,159.349092938532,NA,57.0683274133049,156.064041132269,159.262231992527,162.460422852784,0.523282846339701,NA,NA
-5.39283706787517e-05,"2022-03-11 12:00:00",7451.01666666667,160.700265,160.707,160.698333333333,160.764,160.641666666667,1647001770000,125.6,159.471751156241,NA,56.8098054273673,156.181026998925,159.196595866718,162.212164734511,0.504190012387016,NA,NA
-2.62449919927359e-05,"2022-03-11 13:00:00",16419.7166666667,160.043786666667,160.094035,160.089833333333,160.150666666667,159.995833333333,1647005370000,131.05,159.527940445068,NA,53.1953107880607,156.346336143393,159.099560897983,161.852785652573,0.513633345130491,NA,NA
-0.00021360272406293,"2022-03-11 14:00:00",208557.5,158.892851666667,158.90871,158.874766666667,159.009246666667,158.769773333333,1647008970000,2049.65,159.468561010668,NA,46.9343127271308,156.440206650756,158.974741185209,161.509275719663,0.552034614409991,NA,NA
